Date,Store,Product,Sales,Price,Promotion
2023-02-07,Store_3,Product_1,88,118,0
2023-02-07,Store_3,Product_2,56,165,0
2023-02-07,Store_3,Product_3,38,123,0
2023-02-07,Store_3,Product_4,82,72,0
2023-02-07,Store_3,Product_5,59,108,0
2023-02-07,Store_3,Product_6,22,116,0
2023-02-07,Store_3,Product_7,55,63,0
2023-02-07,Store_3,Product_8,59,199,0
2023-02-07,Store_3,Product_9,50,75,0
2023-02-07,Store_3,Product_10,61,137,0
2023-02-07,Store_4,Product_1,57,196,1
2023-02-07,Store_4,Product_2,45,127,0
2023-02-07,Store_4,Product_3,40,189,0
2023-02-07,Store_4,Product_4,69,78,0
2023-02-07,Store_4,Product_5,56,95,0
2023-02-07,Store_4,Product_6,83,187,0
2023-02-07,Store_4,Product_7,65,163,0
2023-02-07,Store_4,Product_8,79,136,0
2023-02-07,Store_4,Product_9,41,118,1
2023-02-07,Store_4,Product_10,95,120,0
2023-02-07,Store_5,Product_1,83,145,0
2023-02-07,Store_5,Product_2,34,146,1
2023-02-07,Store_5,Product_3,98,170,0
2023-02-07,Store_5,Product_4,38,178,0
2023-02-07,Store_5,Product_5,80,69,0
2023-02-07,Store_5,Product_6,75,176,0
2023-02-07,Store_5,Product_7,90,114,0
2023-02-07,Store_5,Product_8,18,164,0
2023-02-07,Store_5,Product_9,80,190,0
2023-02-07,Store_5,Product_10,61,196,1
2023-02-08,Store_1,Product_1,53,134,0
2023-02-08,Store_1,Product_2,117,91,1
2023-02-08,Store_1,Product_3,51,119,0
2023-02-08,Store_1,Product_4,93,143,0
2023-02-08,Store_1,Product_5,76,57,0
2023-02-08,Store_1,Product_6,76,170,0
2023-02-08,Store_1,Product_7,72,159,0
2023-02-08,Store_1,Product_8,89,82,0
2023-02-08,Store_1,Product_9,51,106,1
2023-02-08,Store_1,Product_10,42,165,0
2023-02-08,Store_2,Product_1,34,113,0
2023-02-08,Store_2,Product_2,74,129,0
2023-02-08,Store_2,Product_3,45,94,0
2023-02-08,Store_2,Product_4,38,174,0
2023-02-08,Store_2,Product_5,30,54,0
2023-02-08,Store_2,Product_6,51,131,1
2023-02-08,Store_2,Product_7,74,166,0
2023-02-08,Store_2,Product_8,46,174,0
2023-02-08,Store_2,Product_9,43,184,0
2023-02-08,Store_2,Product_10,96,112,1
2023-02-08,Store_3,Product_1,50,101,0
2023-02-08,Store_3,Product_2,118,194,1
2023-02-08,Store_3,Product_3,39,52,0
2023-02-08,Store_3,Product_4,81,186,0
2023-02-08,Store_3,Product_5,76,66,0
2023-02-08,Store_3,Product_6,80,116,1
2023-02-08,Store_3,Product_7,110,103,1
2023-02-08,Store_3,Product_8,101,65,0
2023-02-08,Store_3,Product_9,77,167,0
2023-02-08,Store_3,Product_10,96,51,0
2023-02-08,Store_4,Product_1,78,61,0
2023-02-08,Store_4,Product_2,106,144,0
2023-02-08,Store_4,Product_3,36,118,0
2023-02-08,Store_4,Product_4,101,55,0
2023-02-08,Store_4,Product_5,109,86,0
2023-02-08,Store_4,Product_6,105,81,0
2023-02-08,Store_4,Product_7,106,59,0
2023-02-08,Store_4,Product_8,68,54,0
2023-02-08,Store_4,Product_9,30,64,0
2023-02-08,Store_4,Product_10,49,152,0
2023-02-08,Store_5,Product_1,63,123,0
2023-02-08,Store_5,Product_2,39,52,0
2023-02-08,Store_5,Product_3,40,158,0
2023-02-08,Store_5,Product_4,56,133,0
2023-02-08,Store_5,Product_5,34,63,0
2023-02-08,Store_5,Product_6,79,103,0
2023-02-08,Store_5,Product_7,34,109,0
2023-02-08,Store_5,Product_8,98,161,0
2023-02-08,Store_5,Product_9,50,99,0
2023-02-08,Store_5,Product_10,26,89,0
2023-02-09,Store_1,Product_1,114,156,1
2023-02-09,Store_1,Product_2,93,124,0
2023-02-09,Store_1,Product_3,29,139,0
2023-02-09,Store_1,Product_4,50,121,0
2023-02-09,Store_1,Product_5,86,169,1
2023-02-09,Store_1,Product_6,72,74,0
2023-02-09,Store_1,Product_7,92,125,0
2023-02-09,Store_1,Product_8,57,110,0
2023-02-09,Store_1,Product_9,92,129,0
2023-02-09,Store_1,Product_10,108,62,0
2023-02-09,Store_2,Product_1,93,62,0
2023-02-09,Store_2,Product_2,106,78,1
2023-02-09,Store_2,Product_3,58,150,1
2023-02-09,Store_2,Product_4,65,190,1
2023-02-09,Store_2,Product_5,85,135,0
2023-02-09,Store_2,Product_6,46,50,0
2023-02-09,Store_2,Product_7,86,140,0
2023-02-09,Store_2,Product_8,67,119,1
2023-02-09,Store_2,Product_9,94,193,1
2023-02-09,Store_2,Product_10,90,126,0
2023-02-09,Store_3,Product_1,96,79,0
2023-02-09,Store_3,Product_2,50,148,0
2023-02-09,Store_3,Product_3,71,80,0
2023-02-09,Store_3,Product_4,21,146,0
2023-02-09,Store_3,Product_5,82,120,0
2023-02-09,Store_3,Product_6,94,84,0
2023-02-09,Store_3,Product_7,65,133,0
2023-02-09,Store_3,Product_8,30,50,0
2023-02-09,Store_3,Product_9,87,154,0
2023-02-09,Store_3,Product_10,45,92,0
2023-02-09,Store_4,Product_1,108,193,0
2023-02-09,Store_4,Product_2,72,91,0
2023-02-09,Store_4,Product_3,41,161,0
2023-02-09,Store_4,Product_4,112,174,0
2023-02-09,Store_4,Product_5,80,176,0
2023-02-09,Store_4,Product_6,28,113,0
2023-02-09,Store_4,Product_7,72,159,0
2023-02-09,Store_4,Product_8,69,199,0
2023-02-09,Store_4,Product_9,31,66,0
2023-02-09,Store_4,Product_10,53,193,0
2023-02-09,Store_5,Product_1,47,161,1
2023-02-09,Store_5,Product_2,44,165,0
2023-02-09,Store_5,Product_3,63,186,0
2023-02-09,Store_5,Product_4,50,101,0
2023-02-09,Store_5,Product_5,80,176,0
2023-02-09,Store_5,Product_6,109,141,0
2023-02-09,Store_5,Product_7,86,50,0
2023-02-09,Store_5,Product_8,63,145,0
2023-02-09,Store_5,Product_9,72,189,1
2023-02-09,Store_5,Product_10,48,168,1
2023-02-10,Store_1,Product_1,57,160,0
2023-02-10,Store_1,Product_2,41,149,0
2023-02-10,Store_1,Product_3,102,176,0
2023-02-10,Store_1,Product_4,85,73,0
2023-02-10,Store_1,Product_5,30,194,0
2023-02-10,Store_1,Product_6,73,104,0
2023-02-10,Store_1,Product_7,29,180,1
2023-02-10,Store_1,Product_8,127,144,1
2023-02-10,Store_1,Product_9,78,117,1
2023-02-10,Store_1,Product_10,68,182,0
2023-02-10,Store_2,Product_1,70,86,1
2023-02-10,Store_2,Product_2,95,52,1
2023-02-10,Store_2,Product_3,67,122,0
2023-02-10,Store_2,Product_4,106,176,0
2023-02-10,Store_2,Product_5,51,187,0
2023-02-10,Store_2,Product_6,53,110,0
2023-02-10,Store_2,Product_7,57,198,0
2023-02-10,Store_2,Product_8,23,180,0
2023-02-10,Store_2,Product_9,99,155,0
2023-02-10,Store_2,Product_10,37,72,0
2023-02-10,Store_3,Product_1,71,127,0
2023-02-10,Store_3,Product_2,39,177,0
2023-02-10,Store_3,Product_3,88,70,0
2023-02-10,Store_3,Product_4,53,180,0
2023-02-10,Store_3,Product_5,92,150,0
2023-02-10,Store_3,Product_6,114,120,1
2023-02-10,Store_3,Product_7,109,137,1
2023-02-10,Store_3,Product_8,38,61,0
2023-02-10,Store_3,Product_9,106,111,1
2023-02-10,Store_3,Product_10,70,125,0
2023-02-10,Store_4,Product_1,64,112,1
2023-02-10,Store_4,Product_2,28,119,0
2023-02-10,Store_4,Product_3,44,72,0
2023-02-10,Store_4,Product_4,24,175,0
2023-02-10,Store_4,Product_5,36,194,0
2023-02-10,Store_4,Product_6,99,83,0
2023-02-10,Store_4,Product_7,96,147,0
2023-02-10,Store_4,Product_8,46,64,1
2023-02-10,Store_4,Product_9,78,58,0
2023-02-10,Store_4,Product_10,96,85,0
2023-02-10,Store_5,Product_1,95,55,0
2023-02-10,Store_5,Product_2,34,101,0
2023-02-10,Store_5,Product_3,96,125,0
2023-02-10,Store_5,Product_4,108,117,1
2023-02-10,Store_5,Product_5,35,115,0
2023-02-10,Store_5,Product_6,68,63,0
2023-02-10,Store_5,Product_7,72,122,0
2023-02-10,Store_5,Product_8,38,103,0
2023-02-10,Store_5,Product_9,48,172,1
2023-02-10,Store_5,Product_10,85,149,0
2023-02-11,Store_1,Product_1,43,135,0
2023-02-11,Store_1,Product_2,103,58,0
2023-02-11,Store_1,Product_3,49,110,0
2023-02-11,Store_1,Product_4,36,111,1
2023-02-11,Store_1,Product_5,98,112,0
2023-02-11,Store_1,Product_6,83,100,0
2023-02-11,Store_1,Product_7,32,123,1
2023-02-11,Store_1,Product_8,98,159,0
2023-02-11,Store_1,Product_9,72,162,0
2023-02-11,Store_1,Product_10,56,152,0
2023-02-11,Store_2,Product_1,52,75,0
2023-02-11,Store_2,Product_2,87,168,0
2023-02-11,Store_2,Product_3,30,132,0
2023-02-11,Store_2,Product_4,47,105,1
2023-02-11,Store_2,Product_5,94,173,0
2023-02-11,Store_2,Product_6,80,119,0
2023-02-11,Store_2,Product_7,61,167,0
2023-02-11,Store_2,Product_8,100,129,0
2023-02-11,Store_2,Product_9,31,139,0
2023-02-11,Store_2,Product_10,85,50,0
2023-02-11,Store_3,Product_1,61,56,0
2023-02-11,Store_3,Product_2,64,61,0
2023-02-11,Store_3,Product_3,42,61,0
2023-02-11,Store_3,Product_4,108,107,1
2023-02-11,Store_3,Product_5,63,108,0
2023-02-11,Store_3,Product_6,21,137,0
2023-02-11,Store_3,Product_7,59,181,0
2023-02-11,Store_3,Product_8,81,73,0
2023-02-11,Store_3,Product_9,94,86,0
2023-02-11,Store_3,Product_10,23,84,0
2023-02-11,Store_4,Product_1,47,97,0
2023-02-11,Store_4,Product_2,75,184,0
2023-02-11,Store_4,Product_3,64,189,0
2023-02-11,Store_4,Product_4,87,123,0
2023-02-11,Store_4,Product_5,52,165,0
2023-02-11,Store_4,Product_6,103,78,0
2023-02-11,Store_4,Product_7,94,144,0
2023-02-11,Store_4,Product_8,62,58,0
2023-02-11,Store_4,Product_9,49,188,0
2023-02-11,Store_4,Product_10,78,91,0
2023-02-11,Store_5,Product_1,107,137,0
2023-02-11,Store_5,Product_2,43,148,1
2023-02-11,Store_5,Product_3,76,177,0
2023-02-11,Store_5,Product_4,35,50,0
2023-02-11,Store_5,Product_5,66,172,0
2023-02-11,Store_5,Product_6,45,107,0
2023-02-11,Store_5,Product_7,31,112,0
2023-02-11,Store_5,Product_8,53,121,0
2023-02-11,Store_5,Product_9,62,111,0
2023-02-11,Store_5,Product_10,100,191,0
2023-02-12,Store_1,Product_1,67,121,0
2023-02-12,Store_1,Product_2,50,163,0
2023-02-12,Store_1,Product_3,81,166,1
2023-02-12,Store_1,Product_4,74,183,0
2023-02-12,Store_1,Product_5,96,65,0
2023-02-12,Store_1,Product_6,94,123,0
2023-02-12,Store_1,Product_7,35,90,0
2023-02-12,Store_1,Product_8,101,108,0
2023-02-12,Store_1,Product_9,88,129,0
2023-02-12,Store_1,Product_10,35,141,0
2023-02-12,Store_2,Product_1,36,101,0
2023-02-12,Store_2,Product_2,82,148,0
2023-02-12,Store_2,Product_3,68,121,0
2023-02-12,Store_2,Product_4,94,94,0
2023-02-12,Store_2,Product_5,47,71,1
2023-02-12,Store_2,Product_6,96,126,0
2023-02-12,Store_2,Product_7,81,97,1
2023-02-12,Store_2,Product_8,84,168,0
2023-02-12,Store_2,Product_9,33,184,0
2023-02-12,Store_2,Product_10,43,87,0
2023-02-12,Store_3,Product_1,106,101,1
2023-02-12,Store_3,Product_2,33,156,0
2023-02-12,Store_3,Product_3,31,145,1
2023-02-12,Store_3,Product_4,84,172,0
2023-02-12,Store_3,Product_5,62,60,0
2023-02-12,Store_3,Product_6,59,81,1
2023-02-12,Store_3,Product_7,101,111,0
2023-02-12,Store_3,Product_8,65,154,0
2023-02-12,Store_3,Product_9,95,191,1
2023-02-12,Store_3,Product_10,43,129,0
2023-02-12,Store_4,Product_1,128,104,1
2023-02-12,Store_4,Product_2,78,105,0
2023-02-12,Store_4,Product_3,86,57,0
2023-02-12,Store_4,Product_4,70,89,0
2023-02-12,Store_4,Product_5,53,129,1
2023-02-12,Store_4,Product_6,67,93,0
2023-02-12,Store_4,Product_7,42,71,0
2023-02-12,Store_4,Product_8,79,78,0
2023-02-12,Store_4,Product_9,102,62,0
2023-02-12,Store_4,Product_10,92,171,0
2023-02-12,Store_5,Product_1,86,175,0
2023-02-12,Store_5,Product_2,54,117,0
2023-02-12,Store_5,Product_3,56,100,0
2023-02-12,Store_5,Product_4,75,172,0
2023-02-12,Store_5,Product_5,64,174,1
2023-02-12,Store_5,Product_6,73,188,0
2023-02-12,Store_5,Product_7,65,148,0
2023-02-12,Store_5,Product_8,82,125,0
2023-02-12,Store_5,Product_9,69,57,0
2023-02-12,Store_5,Product_10,18,70,0
2023-02-13,Store_1,Product_1,58,91,0
2023-02-13,Store_1,Product_2,106,191,1
2023-02-13,Store_1,Product_3,73,79,1
2023-02-13,Store_1,Product_4,38,85,0
2023-02-13,Store_1,Product_5,96,192,1
2023-02-13,Store_1,Product_6,77,70,0
2023-02-13,Store_1,Product_7,66,112,0
2023-02-13,Store_1,Product_8,96,101,1
2023-02-13,Store_1,Product_9,84,92,0
2023-02-13,Store_1,Product_10,85,53,1
2023-02-13,Store_2,Product_1,95,51,0
2023-02-13,Store_2,Product_2,46,92,0
2023-02-13,Store_2,Product_3,90,131,0
2023-02-13,Store_2,Product_4,95,149,0
2023-02-13,Store_2,Product_5,73,83,0
2023-02-13,Store_2,Product_6,96,64,0
2023-02-13,Store_2,Product_7,54,94,0
2023-02-13,Store_2,Product_8,101,58,0
2023-02-13,Store_2,Product_9,103,75,1
2023-02-13,Store_2,Product_10,45,121,0
2023-02-13,Store_3,Product_1,104,123,1
2023-02-13,Store_3,Product_2,89,136,1
2023-02-13,Store_3,Product_3,38,121,1
2023-02-13,Store_3,Product_4,53,76,0
2023-02-13,Store_3,Product_5,72,164,0
2023-02-13,Store_3,Product_6,79,83,0
2023-02-13,Store_3,Product_7,84,160,0
2023-02-13,Store_3,Product_8,61,177,1
2023-02-13,Store_3,Product_9,64,187,0
2023-02-13,Store_3,Product_10,40,160,0
2023-02-13,Store_4,Product_1,42,62,0
2023-02-13,Store_4,Product_2,60,97,0
2023-02-13,Store_4,Product_3,95,93,0
2023-02-13,Store_4,Product_4,65,127,0
2023-02-13,Store_4,Product_5,59,168,0
2023-02-13,Store_4,Product_6,24,158,0
2023-02-13,Store_4,Product_7,31,77,0
2023-02-13,Store_4,Product_8,73,53,0
2023-02-13,Store_4,Product_9,92,123,0
2023-02-13,Store_4,Product_10,52,196,0
2023-02-13,Store_5,Product_1,45,99,0
2023-02-13,Store_5,Product_2,35,71,0
2023-02-13,Store_5,Product_3,63,89,0
2023-02-13,Store_5,Product_4,21,123,0
2023-02-13,Store_5,Product_5,87,59,0
2023-02-13,Store_5,Product_6,71,157,0
2023-02-13,Store_5,Product_7,103,150,1
2023-02-13,Store_5,Product_8,86,97,0
2023-02-13,Store_5,Product_9,45,161,0
2023-02-13,Store_5,Product_10,53,179,0
2023-02-14,Store_1,Product_1,58,170,0
2023-02-14,Store_1,Product_2,53,188,0
2023-02-14,Store_1,Product_3,98,69,0
2023-02-14,Store_1,Product_4,104,127,0
2023-02-14,Store_1,Product_5,70,84,0
2023-02-14,Store_1,Product_6,37,179,0
2023-02-14,Store_1,Product_7,96,118,0
2023-02-14,Store_1,Product_8,73,132,0
2023-02-14,Store_1,Product_9,104,103,1
2023-02-14,Store_1,Product_10,59,151,0
2023-02-14,Store_2,Product_1,71,70,1
2023-02-14,Store_2,Product_2,54,170,0
2023-02-14,Store_2,Product_3,49,96,0
2023-02-14,Store_2,Product_4,77,103,0
2023-02-14,Store_2,Product_5,104,155,1
2023-02-14,Store_2,Product_6,58,102,0
2023-02-14,Store_2,Product_7,43,155,0
2023-02-14,Store_2,Product_8,79,145,0
2023-02-14,Store_2,Product_9,40,161,0
2023-02-14,Store_2,Product_10,36,107,0
2023-02-14,Store_3,Product_1,69,99,0
2023-02-14,Store_3,Product_2,90,137,0
2023-02-14,Store_3,Product_3,39,129,0
2023-02-14,Store_3,Product_4,102,127,0
2023-02-14,Store_3,Product_5,62,56,0
2023-02-14,Store_3,Product_6,121,73,1
2023-02-14,Store_3,Product_7,79,81,0
2023-02-14,Store_3,Product_8,91,102,0
2023-02-14,Store_3,Product_9,105,126,0
2023-02-14,Store_3,Product_10,62,98,0
2023-02-14,Store_4,Product_1,37,74,0
2023-02-14,Store_4,Product_2,56,54,1
2023-02-14,Store_4,Product_3,44,62,0
2023-02-14,Store_4,Product_4,31,137,0
2023-02-14,Store_4,Product_5,68,143,0
2023-02-14,Store_4,Product_6,53,95,0
2023-02-14,Store_4,Product_7,76,121,0
2023-02-14,Store_4,Product_8,58,136,0
2023-02-14,Store_4,Product_9,102,124,0
2023-02-14,Store_4,Product_10,100,108,0
2023-02-14,Store_5,Product_1,80,162,1
2023-02-14,Store_5,Product_2,56,146,0
2023-02-14,Store_5,Product_3,41,53,0
2023-02-14,Store_5,Product_4,109,144,1
2023-02-14,Store_5,Product_5,32,136,0
2023-02-14,Store_5,Product_6,122,179,1
2023-02-14,Store_5,Product_7,40,172,1
2023-02-14,Store_5,Product_8,62,185,0
2023-02-14,Store_5,Product_9,54,63,1
2023-02-14,Store_5,Product_10,85,61,0
2023-02-15,Store_1,Product_1,47,136,0
2023-02-15,Store_1,Product_2,65,175,1
2023-02-15,Store_1,Product_3,46,183,0
2023-02-15,Store_1,Product_4,73,89,0
2023-02-15,Store_1,Product_5,32,106,1
2023-02-15,Store_1,Product_6,43,136,0
2023-02-15,Store_1,Product_7,84,62,0
2023-02-15,Store_1,Product_8,124,111,1
2023-02-15,Store_1,Product_9,54,117,0
2023-02-15,Store_1,Product_10,35,136,0
2023-02-15,Store_2,Product_1,27,138,0
2023-02-15,Store_2,Product_2,41,199,0
2023-02-15,Store_2,Product_3,80,103,0
2023-02-15,Store_2,Product_4,54,82,0
2023-02-15,Store_2,Product_5,96,156,0
2023-02-15,Store_2,Product_6,112,123,0
2023-02-15,Store_2,Product_7,40,145,1
2023-02-15,Store_2,Product_8,51,178,0
2023-02-15,Store_2,Product_9,89,65,0
2023-02-15,Store_2,Product_10,69,134,0
2023-02-15,Store_3,Product_1,66,110,0
2023-02-15,Store_3,Product_2,109,83,0
2023-02-15,Store_3,Product_3,56,178,0
2023-02-15,Store_3,Product_4,61,55,1
2023-02-15,Store_3,Product_5,54,136,0
2023-02-15,Store_3,Product_6,71,106,0
2023-02-15,Store_3,Product_7,60,75,0
2023-02-15,Store_3,Product_8,44,58,0
2023-02-15,Store_3,Product_9,72,57,0
2023-02-15,Store_3,Product_10,48,58,0
2023-02-15,Store_4,Product_1,39,75,0
2023-02-15,Store_4,Product_2,40,97,0
2023-02-15,Store_4,Product_3,84,130,0
2023-02-15,Store_4,Product_4,40,111,0
2023-02-15,Store_4,Product_5,69,153,0
2023-02-15,Store_4,Product_6,116,190,1
2023-02-15,Store_4,Product_7,33,135,0
2023-02-15,Store_4,Product_8,53,83,0
2023-02-15,Store_4,Product_9,54,163,0
2023-02-15,Store_4,Product_10,77,107,0
2023-02-15,Store_5,Product_1,105,70,0
2023-02-15,Store_5,Product_2,46,70,0
2023-02-15,Store_5,Product_3,65,177,1
2023-02-15,Store_5,Product_4,94,169,0
2023-02-15,Store_5,Product_5,74,51,1
2023-02-15,Store_5,Product_6,93,119,0
2023-02-15,Store_5,Product_7,86,152,0
2023-02-15,Store_5,Product_8,95,97,0
2023-02-15,Store_5,Product_9,81,60,0
2023-02-15,Store_5,Product_10,83,139,0
2023-02-16,Store_1,Product_1,47,101,0
2023-02-16,Store_1,Product_2,46,146,0
2023-02-16,Store_1,Product_3,96,195,1
2023-02-16,Store_1,Product_4,108,155,1
2023-02-16,Store_1,Product_5,44,144,0
2023-02-16,Store_1,Product_6,36,115,0
2023-02-16,Store_1,Product_7,63,146,0
2023-02-16,Store_1,Product_8,121,174,1
2023-02-16,Store_1,Product_9,31,195,1
2023-02-16,Store_1,Product_10,100,89,0
2023-02-16,Store_2,Product_1,67,114,0
2023-02-16,Store_2,Product_2,35,182,0
2023-02-16,Store_2,Product_3,87,52,0
2023-02-16,Store_2,Product_4,47,100,1
2023-02-16,Store_2,Product_5,39,154,0
2023-02-16,Store_2,Product_6,82,83,0
2023-02-16,Store_2,Product_7,41,189,0
2023-02-16,Store_2,Product_8,76,116,0
2023-02-16,Store_2,Product_9,120,191,1
2023-02-16,Store_2,Product_10,107,180,0
2023-02-16,Store_3,Product_1,98,118,0
2023-02-16,Store_3,Product_2,63,190,0
2023-02-16,Store_3,Product_3,82,158,0
2023-02-16,Store_3,Product_4,95,82,0
2023-02-16,Store_3,Product_5,67,189,0
2023-02-16,Store_3,Product_6,50,155,0
2023-02-16,Store_3,Product_7,52,69,0
2023-02-16,Store_3,Product_8,55,70,0
2023-02-16,Store_3,Product_9,39,198,0
2023-02-16,Store_3,Product_10,63,174,0
2023-02-16,Store_4,Product_1,54,109,0
2023-02-16,Store_4,Product_2,56,79,0
2023-02-16,Store_4,Product_3,67,165,0
2023-02-16,Store_4,Product_4,38,52,0
2023-02-16,Store_4,Product_5,132,182,1
2023-02-16,Store_4,Product_6,44,99,0
2023-02-16,Store_4,Product_7,91,127,0
2023-02-16,Store_4,Product_8,34,97,0
2023-02-16,Store_4,Product_9,74,87,1
2023-02-16,Store_4,Product_10,101,170,1
2023-02-16,Store_5,Product_1,68,105,0
2023-02-16,Store_5,Product_2,47,70,0
2023-02-16,Store_5,Product_3,99,116,1
2023-02-16,Store_5,Product_4,59,85,0
2023-02-16,Store_5,Product_5,47,150,0
2023-02-16,Store_5,Product_6,58,115,0
2023-02-16,Store_5,Product_7,36,86,0
2023-02-16,Store_5,Product_8,34,50,0
2023-02-16,Store_5,Product_9,77,112,0
2023-02-16,Store_5,Product_10,98,76,0
2023-02-17,Store_1,Product_1,44,167,1
2023-02-17,Store_1,Product_2,106,164,0
2023-02-17,Store_1,Product_3,39,96,0
2023-02-17,Store_1,Product_4,73,140,0
2023-02-17,Store_1,Product_5,90,166,0
2023-02-17,Store_1,Product_6,92,159,0
2023-02-17,Store_1,Product_7,88,180,0
2023-02-17,Store_1,Product_8,84,149,1
2023-02-17,Store_1,Product_9,88,161,0
2023-02-17,Store_1,Product_10,83,50,0
2023-02-17,Store_2,Product_1,82,157,0
2023-02-17,Store_2,Product_2,78,91,0
2023-02-17,Store_2,Product_3,45,109,0
2023-02-17,Store_2,Product_4,91,191,0
2023-02-17,Store_2,Product_5,95,153,1
2023-02-17,Store_2,Product_6,36,75,0
2023-02-17,Store_2,Product_7,82,149,0
2023-02-17,Store_2,Product_8,52,186,0
2023-02-17,Store_2,Product_9,107,56,1
2023-02-17,Store_2,Product_10,94,187,0
2023-02-17,Store_3,Product_1,88,140,0
2023-02-17,Store_3,Product_2,56,162,0
2023-02-17,Store_3,Product_3,52,130,0
2023-02-17,Store_3,Product_4,67,143,0
2023-02-17,Store_3,Product_5,48,138,0
2023-02-17,Store_3,Product_6,43,162,0
2023-02-17,Store_3,Product_7,29,52,0
2023-02-17,Store_3,Product_8,32,94,0
2023-02-17,Store_3,Product_9,112,98,1
2023-02-17,Store_3,Product_10,58,109,0
2023-02-17,Store_4,Product_1,61,182,1
2023-02-17,Store_4,Product_2,70,106,0
2023-02-17,Store_4,Product_3,75,86,0
2023-02-17,Store_4,Product_4,75,97,0
2023-02-17,Store_4,Product_5,37,72,1
2023-02-17,Store_4,Product_6,37,96,0
2023-02-17,Store_4,Product_7,54,170,0
2023-02-17,Store_4,Product_8,72,199,0
2023-02-17,Store_4,Product_9,105,80,1
2023-02-17,Store_4,Product_10,57,80,0
2023-02-17,Store_5,Product_1,45,139,1
2023-02-17,Store_5,Product_2,31,79,1
2023-02-17,Store_5,Product_3,34,65,0
2023-02-17,Store_5,Product_4,115,97,1
2023-02-17,Store_5,Product_5,84,59,0
2023-02-17,Store_5,Product_6,73,136,0
2023-02-17,Store_5,Product_7,98,149,0
2023-02-17,Store_5,Product_8,81,94,0
2023-02-17,Store_5,Product_9,106,156,1
2023-02-17,Store_5,Product_10,59,131,1
2023-02-18,Store_1,Product_1,42,192,0
2023-02-18,Store_1,Product_2,77,114,0
2023-02-18,Store_1,Product_3,79,131,0
2023-02-18,Store_1,Product_4,99,133,0
2023-02-18,Store_1,Product_5,70,165,0
2023-02-18,Store_1,Product_6,80,96,1
2023-02-18,Store_1,Product_7,77,93,0
2023-02-18,Store_1,Product_8,73,106,0
2023-02-18,Store_1,Product_9,84,84,0
2023-02-18,Store_1,Product_10,62,164,0
2023-02-18,Store_2,Product_1,98,168,0
2023-02-18,Store_2,Product_2,88,182,0
2023-02-18,Store_2,Product_3,109,142,0
2023-02-18,Store_2,Product_4,46,134,1
2023-02-18,Store_2,Product_5,27,143,0
2023-02-18,Store_2,Product_6,62,149,0
2023-02-18,Store_2,Product_7,89,104,0
2023-02-18,Store_2,Product_8,69,65,0
2023-02-18,Store_2,Product_9,42,111,0
2023-02-18,Store_2,Product_10,29,116,0
2023-02-18,Store_3,Product_1,102,71,0
2023-02-18,Store_3,Product_2,94,115,0
2023-02-18,Store_3,Product_3,44,159,1
2023-02-18,Store_3,Product_4,44,111,0
2023-02-18,Store_3,Product_5,40,73,0
2023-02-18,Store_3,Product_6,65,110,0
2023-02-18,Store_3,Product_7,105,171,0
2023-02-18,Store_3,Product_8,41,162,0
2023-02-18,Store_3,Product_9,57,130,0
2023-02-18,Store_3,Product_10,88,75,0
2023-02-18,Store_4,Product_1,57,164,0
2023-02-18,Store_4,Product_2,37,180,0
2023-02-18,Store_4,Product_3,61,172,1
2023-02-18,Store_4,Product_4,47,113,0
2023-02-18,Store_4,Product_5,130,116,1
2023-02-18,Store_4,Product_6,63,73,0
2023-02-18,Store_4,Product_7,62,55,0
2023-02-18,Store_4,Product_8,71,162,1
2023-02-18,Store_4,Product_9,85,125,0
2023-02-18,Store_4,Product_10,62,166,1
2023-02-18,Store_5,Product_1,79,70,0
2023-02-18,Store_5,Product_2,65,180,0
2023-02-18,Store_5,Product_3,104,109,0
2023-02-18,Store_5,Product_4,93,132,0
2023-02-18,Store_5,Product_5,52,179,1
2023-02-18,Store_5,Product_6,48,76,0
2023-02-18,Store_5,Product_7,82,181,0
2023-02-18,Store_5,Product_8,42,173,0
2023-02-18,Store_5,Product_9,102,190,0
2023-02-18,Store_5,Product_10,123,52,1
2023-02-19,Store_1,Product_1,96,153,0
2023-02-19,Store_1,Product_2,42,166,0
2023-02-19,Store_1,Product_3,45,95,1
2023-02-19,Store_1,Product_4,41,110,0
2023-02-19,Store_1,Product_5,31,190,0
2023-02-19,Store_1,Product_6,42,134,0
2023-02-19,Store_1,Product_7,100,63,0
2023-02-19,Store_1,Product_8,97,99,0
2023-02-19,Store_1,Product_9,96,55,0
2023-02-19,Store_1,Product_10,41,124,0
2023-02-19,Store_2,Product_1,94,67,0
2023-02-19,Store_2,Product_2,74,122,0
2023-02-19,Store_2,Product_3,92,129,0
2023-02-19,Store_2,Product_4,79,127,0
2023-02-19,Store_2,Product_5,97,171,0
2023-02-19,Store_2,Product_6,101,151,0
2023-02-19,Store_2,Product_7,103,108,0
2023-02-19,Store_2,Product_8,47,168,1
2023-02-19,Store_2,Product_9,98,183,0
2023-02-19,Store_2,Product_10,63,148,0
2023-02-19,Store_3,Product_1,59,196,0
2023-02-19,Store_3,Product_2,72,191,1
2023-02-19,Store_3,Product_3,71,158,0
2023-02-19,Store_3,Product_4,72,197,0
2023-02-19,Store_3,Product_5,54,115,0
2023-02-19,Store_3,Product_6,35,79,0
2023-02-19,Store_3,Product_7,88,112,0
